title,Drama,Comedy,Horror,Film-Noir,Romance,Western,Adventure,Thriller,Fantasy,IMAX,Documentary,Children,Musical,Action,War,Mystery,Sci-Fi,Animation,Crime
Man of the House (1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mixed Nuts (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milk Money (1994),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miracle on 34th Street (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miami Rhapsody (1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Family (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murder in the First (1995),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nobody's Fool (1994),1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nell (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Jersey Drive (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
New York Cop (Nyû Yôku no koppu) (1993),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Beyond Bedlam (1993),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nemesis 2: Nebula (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Nina Takes a Lover (1994),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Natural Born Killers (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Only You (1994),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Once Were Warriors (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Poison Ivy II (1996),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Outbreak (1995),1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Léon: The Professional (a.k.a. The Professional) (Léon) (1994),1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"Perez Family, The (1995)",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pyromaniac's Love Story, A (1995)",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pulp Fiction (1994),1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Panther (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pushing Hands (Tui shou) (1992),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Priest (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quiz Show (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture Bride (Bijo photo) (1994),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Queen Margot (Reine Margot, La) (1994)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Quick and the Dead, The (1995)",0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Roommates (1995),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ready to Wear (Pret-A-Porter) (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Three Colors: Red (Trois couleurs: Rouge) (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Three Colors: Blue (Trois couleurs: Bleu) (1993),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Three Colors: White (Trzy kolory: Bialy) (1994),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rent-a-Kid (1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Relative Fear (1994),0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Stuart Saves His Family (1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Swan Princess, The (1994)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Secret of Roan Inish, The (1994)",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"Specialist, The (1994)",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Stargate (1994),0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"Santa Clause, The (1994)",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Shawshank Redemption, The (1994)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Shallow Grave (1994),1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Suture (1993),0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Strawberry and Chocolate (Fresa y chocolate) (1993),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swimming with Sharks (1995),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sum of Us, The (1994)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Lampoon's Senior Trip (1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
To Live (Huozhe) (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tank Girl (1995),0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Tales from the Crypt Presents: Demon Knight (1995),0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Star Trek: Generations (1994),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Tales from the Hood (1995),0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Tom & Viv (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Village of the Damned (1995),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tommy Boy (1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanya on 42nd Street (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Underneath (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Walking Dead, The (1995)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
What's Eating Gilbert Grape (1993),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virtuosity (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
While You Were Sleeping (1995),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"War, The (1994)",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Double Happiness (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muriel's Wedding (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Baby-Sitters Club, The (1995)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ace Ventura: Pet Detective (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adventures of Priscilla, Queen of the Desert, The (1994)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backbeat (1993),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bitter Moon (1992),1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bullets Over Broadway (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clear and Present Danger (1994),1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"Client, The (1994)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Corrina, Corrina (1994)",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crooklyn (1994),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crow, The (1994)",0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
Cobb (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Flintstones, The (1994)",0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Forrest Gump (1994),1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Four Weddings and a Funeral (1994),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Higher Learning (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Like It Like That (1994),1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Love Trouble (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
It Could Happen to You (1994),1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jungle Book, The (1994)",0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Lion King, The (1994)",1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0
Little Buddha (1993),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Mask, The (1994)",0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
Maverick (1994),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Mrs. Parker and the Vicious Circle (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naked Gun 33 1/3: The Final Insult (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Paper, The (1994)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reality Bites (1994),1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Rock West (1992),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Richie Rich (1994),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Safe Passage (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"River Wild, The (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Speed (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Speechless (1994),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timecop (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
True Lies (1994),0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
When a Man Loves a Woman (1994),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wolf (1994),1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wyatt Earp (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad Company (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Man of No Importance, A (1994)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.F.W. (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Low Down Dirty Shame, A (1994)",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Boys Life (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Colonel Chabert, Le (1994)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Faster Pussycat! Kill! Kill! (1965),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Jason's Lyric (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Secret Adventures of Tom Thumb, The (1993)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Street Fighter (1994),0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Coldblooded (1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desert Winds (1995),1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fall Time (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fear, The (1995)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frank and Ollie (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Girl in the Cadillac (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Homage (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirage (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Open Season (1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Two Crimes (Dos crímenes) (1995),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Brother Minister: The Assassination of Malcolm X (1994),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Federal Hill (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In the Mouth of Madness (1995),0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8 Seconds (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Above the Rim (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Addams Family Values (1993),0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Martin Lawrence: You So Crazy (1994),0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Age of Innocence, The (1993)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Airheads (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Air Up There, The (1994)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Another Stakeout (1993),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bad Girls (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Barcelona (1994),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Being Human (1993),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Beverly Hillbillies, The (1993)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beverly Hills Cop III (1994),0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Black Beauty (1994),1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Blink (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Blown Away (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Blue Chips (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Sky (1994),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Body Snatchers (1993),0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Boxing Helena (1993),1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Bronx Tale, A (1993)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabin Boy (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calendar Girl (1993),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlito's Way (1993),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
City Slickers II: The Legend of Curly's Gold (1994),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Clean Slate (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliffhanger (1993),0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Coneheads (1993),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Color of Night (1994),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cops and Robbersons (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cowboy Way, The (1994)",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dangerous Game (1993),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dave (1993),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dazed and Confused (1993),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Demolition Man (1993),0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"Endless Summer 2, The (1994)",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Even Cowgirls Get the Blues (1993),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fatal Instinct (1993),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farewell My Concubine (Ba wang bie ji) (1993),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Favor, The (1994)",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fearless (1993),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fear of a Black Hat (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
With Honors (1994),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flesh and Bone (1993),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Widows' Peak (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
For Love or Money (1993),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Firm, The (1993)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Free Willy (1993),1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Fresh (1994),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"Fugitive, The (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Geronimo: An American Legend (1993),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Getaway, The (1994)",1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1
Getting Even with Dad (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Go Fish (1994),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Good Man in Africa, A (1994)",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Guilty as Sin (1993),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Hard Target (1993),0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
Heaven & Earth (1993),1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Hot Shots! Part Deux (1993),0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Live Nude Girls (1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"House of the Spirits, The (1993)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
House Party 3 (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hudsucker Proxy, The (1994)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'll Do Anything (1994),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In the Army Now (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
In the Line of Fire (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
In the Name of the Father (1993),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Inkwell, The (1994)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What's Love Got to Do with It? (1993),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jimmy Hollywood (1994),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Judgment Night (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Jurassic Park (1993),0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
Kalifornia (1993),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Killing Zoe (1994),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
King of the Hill (1993),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lassie (1994),0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Last Action Hero (1993),0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Life with Mikey (1993),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lightning Jack (1994),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M. Butterfly (1993),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Made in America (1993),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malice (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Man Without a Face, The (1993)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan Murder Mystery (1993),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Menace II Society (1993),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Executive Decision (1996),0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
In the Realm of the Senses (Ai no corrida) (1976),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What Happened Was... (1994),1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Much Ado About Nothing (1993),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Jones (1993),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Wonderful (1993),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrs. Doubtfire (1993),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naked (1993),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Next Karate Kid, The (1994)",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"New Age, The (1994)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No Escape (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
North (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orlando (1992),1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Perfect World, A (1993)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Philadelphia (1993),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Piano, The (1993)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poetic Justice (1993),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Program, The (1993)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Puppet Masters, The (1994)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Radioland Murders (1994),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ref, The (1994)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Remains of the Day, The (1993)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renaissance Man (1994),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rising Sun (1993),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Road to Wellville, The (1994)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RoboCop 3 (1993),1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
Robin Hood: Men in Tights (1993),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romeo Is Bleeding (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Romper Stomper (1992),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ruby in Paradise (1993),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rudy (1993),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saint of Fort Washington, The (1993)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Savage Nights (Nuits fauves, Les) (1992)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schindler's List (1993),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Scout, The (1994)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Searching for Bobby Fischer (1993),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Second Best (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Secret Garden, The (1993)",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Serial Mom (1994),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Shadow, The (1994)",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
Shadowlands (1993),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Short Cuts (1993),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Simple Twist of Fate, A (1994)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sirens (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Six Degrees of Separation (1993),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sleepless in Seattle (1993),1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sliver (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Blade Runner (1982),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Son in Law (1993),1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
So I Married an Axe Murderer (1993),0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Striking Distance (1993),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Harem (1985),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Super Mario Bros. (1993),0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
